sirket_adi,sektor,tip,resmi_ad,gercek_sektor,telefon,web,lat,lon
ISPARTA ŞEHİR HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
ISPARTA ŞEHİT YUNUS EMRE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Isparta Şehit Yunus Emre Devlet Hastanesi,Hastaneler,+90 246 224 11 65,Yok,37.788649,30.573
ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Isparta Uygulamalı Bilimler Üniversitesi,Üniversiteler,+90 246 228 30 06,Yok,37.778835,30.547256
ISPARTA VALİLİĞİ,İdari,Kamu,Isparta Valiliği,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 246 223 80 80,http://www.isparta.gov.tr/,37.764096,30.556218
ISPARTA YALVAÇ DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Yalvaç Devlet Hastanesi,Hastaneler,+90 246 441 72 84,https://yalvacdh.saglik.gov.tr/,38.287417,31.180858
ISSD BİLİŞİM ELEKTRONİK EĞİTİM SANAYİ VE TİCARET A.Ş.,Bilişim,Özel,Issd Bilişim Elektronik,"Bilişim firmaları, Yazılım firmaları",+90 312 210 00 15,http://www.issd.com.tr/,39.897554,32.776151
"IŞIK TEKNOLOJİ İMALAT, YAZILIM VE DANIŞMANLIK",Teknoloji,Özel,,,,,0.0,
IT&L BİLİŞİM LOJİSTİK DANIŞMANLIK EĞİTİM HİZMETLERİ LTD. ŞTİ.,Bilişim,Özel,,,,,0.0,
İ2İ BİLİŞİM DANIŞMANLIK TEKN. HİZM. PAZ. VE TİC. A.Ş.,Bilişim,Özel,,,,,0.0,
İÇ DENETİM BİRİMİ BAŞKANLIĞI,Kamu,Kamu,,,,,0.0,
İÇDAŞ ÇELİK ENERJİ TERSANE VE ULAŞIM SAN. A.Ş.,Enerji,Özel,İçdaş Çelik Enerji Tersane ve Ulaşım Sanayi,Enerji firmaları,+90 212 604 04 04,http://www.icdas.com.tr/,41.056786,28.823363
İÇELLİ İNŞAAT TAAH. SANAYİ VE TİCARET LTD. ŞTİ.,İnşaat,Özel,,,,,0.0,
İDEAL KARTON KUTU VE OFSET AMBALAJ SANAYİ TİC. LTD. ŞTİ.,Ambalaj,Özel,,,,,0.0,
İDEAL TRANSFORMATÖR NÜVE KESİM MAK. İML. SAN. VE TİC. LTD. ŞTİ.,Makine ve Sanayi Ürünleri,Özel,,,,,0.0,
İDEAL-GRUP LOJİSTİK,Lojistik,Özel,,,,,0.0,
İDİL BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İdil Belediyesi,"Belediyeler, Devlet Daireleri",+90 486 551 20 12,http://www.idil.bel.tr/,37.344616,41.883704
İDİL KAYMAKAMLIĞI,Kamu,Kamu,İdil Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 486 551 20 01,Yok,37.340951,41.891989
İHAMER HAVACILIK SAVUNMA TEKNOLOJİLERİ ANONİM ŞİRKETİ,Havacılık ve Savunma Sanayi,Özel,,,,,0.0,
İHRACATI GELİŞTİRME MERKEZİ (İGEME),İhracat,Kamu,İhracatı Geliştirme Merkezi,Danışmanlık hizmetleri,+90 212 216 22 36,https://www.igeme.com.tr/,41.065999,28.995632
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,Eğitim,Kamu,Bilkent Üniversitesi,Üniversiteler,+90 312 290 21 57,https://w3.bilkent.edu.tr/,39.866971,32.749417
İHSAN URHAN SİGORTA ARACILIK HİZMETLERİ LTD. ŞTİ.,Mali,Özel,İhsan Urhan Sigorta,Sigorta acentaları,+90 352 222 07 77,Yok,38.724915,35.491166
İHSANGAZİ İLÇE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İhsangazi İlçe Devlet Hastanesi,Hastaneler,+90 366 392 10 40,http://ihsangazidh.saglik.gov.tr/,41.201125,33.553607
İHSANGAZİ KAYMAKAMLIĞI,Kamu,Kamu,İhsangazi Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 366 392 12 22,Yok,41.204837,33.558498
İHSANİYE BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İhsaniye Belediyesi,"Belediyeler, Devlet Daireleri",+90 272 271 50 10,http://www.ihsaniye.bel.tr/,39.03123,30.416299
İHSANİYE BELEDİYE BAŞKANLIĞI (AFYONKARAHİSAR),Kamu,Kamu,İhsaniye Belediyesi,"Belediyeler, Devlet Daireleri",+90 272 271 50 10,http://www.ihsaniye.bel.tr/,39.03123,30.416299
İKİ EL AKARYAKIT İNŞ. VE TURİZM TİC. A.Ş.,Enerji,Özel,,,,,0.0,
İKİZCE BELEDİYE BAŞKANLIĞI,İdari,Kamu,İkizce Belediye Başkanlığı,"Belediyeler, Devlet Daireleri",+90 452 371 20 04,Yok,41.058749,37.078979
İKİZCE KAYMAKAMLIĞI,Kamu,Kamu,,,,,0.0,
İL AMBULANS KOMUTA KONTROL MERKEZİ BAŞHEKİMLİĞİ,Hizmet,Kamu,Edirne İl Ambulans Komuta Kontrol Merkezi Başhekimliği,Sağlık kontrolleri,Yok,Yok,41.677663,26.565595
İLAÇ MEDYA REKLAM AJANSI,İlaç,Özel,,,,,0.0,
İLERİ POLİMERİK ARAŞTIRMALAR LABORATUVARI,Araştırmalar,Kamu,,,,,0.0,
İLERİ TEKNOLOJİ ARAŞTIRMA VE UYGULAMA MERKEZİ MÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
İLERİ TEKNOLOJİLERDE TEST VE ÖLÇÜM MERKEZİ MÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
İLETİŞİM BİLGİSAYAR YAZILIM SİSTEMLERİ İHRACAT İTHALAT SANAYİ VE TİCARET A.Ş.,Bilişim,Özel,İletişim Bilgisayar Yazılım Sistemleri,Yazılım firmaları,+90 224 251 41 00,Yok,40.189457,29.070325
İLİM YAYMA CEMİYETİ GENEL MERKEZİ,Kültür ve Eğitim,Özel,,,,,0.0,
İLKADIM KAYMAKAMLIĞI,Kamu,Kamu,İlkadım Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 362 435 10 03,http://ilkadim.gov.tr/,41.297039,36.332326
İLLER BANKASI A.Ş. (İLBANK),Finansal Hizmetler,Kamu,İlbank İstanbul Bölge Müdürlüğü,Banka,+90 312 508 70 00,https://www.ilbank.gov.tr/,41.002122,29.102009
İLLER İDARESİ GENEL MÜDÜRLÜĞÜ,İdari,Kamu,İller İdaresi Genel Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 312 422 42 00,https://icisleri.gov.tr/,39.909059,32.856693
İLSAN METAL VE MAKİNA SANAYİ,Makina ve Metal,Özel,İlsan Metal,"Torna işleri, Sanayi kuruluşu",+90 216 364 30 55,http://ilsanmetal.com/,41.003318,29.168141
İMAK OFSET BASIM YAYIN TİC. VE SAN. LTD. ŞTİ.,Basım ve Yayın,Özel,İmak Ofset,"Baskı hizmetleri, Matbaalar",+90 212 800 13 13,http://www.imakofset.com.tr/,41.057779,28.646222
İMAMOĞLU TOPLUM SAĞLIĞI MERKEZİ BAŞKANLIĞI,Sağlık,Kamu,,,,,0.0,
İMAR VE ŞEHİRCİLİK MÜDÜRLÜĞÜ,İmar ve Şehircilik,Kamu,"İstanbul Valiliği Çevre, Şehircilik ve İklim Değişikliği İl Müdürlüğü",Devlet kurumları ve bakanlıklar,+90 216 687 44 00,https://istanbul.csb.gov.tr/,40.996734,29.09858
İMKA İPLİK TEKSTİL İŞLETMELERİ SANAYİ VE DIŞ TİCARET A.Ş.,Tekstil,Özel,İmka İplik,Kumaşçılar,+90 212 444 46 52,http://imkaiplik.com/,41.074196,28.812556
İMRANLI KAYMAKAMLIĞI,Kamu,Kamu,Sivas İmranlı Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 346 861 20 08,Yok,39.87327,38.111327
İNCİR ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Araştırma,Kamu,İncir Araştırma İstasyonu Müdürlüğü,Tıbbi laboratuvarlar,+90 256 581 11 24,Yok,37.86572,27.664318
İNCİRLİOVA BELEDİYE BAŞKANLIĞI,İdari,Kamu,İncirliova Belediyesi,"Belediyeler, Devlet Daireleri",+90 256 585 12 24,http://incirliova.bel.tr/,37.852782,27.723369
İNEBEY YAZMA ESER KÜTÜPHANE MÜDÜRLÜĞÜ,Kültür ve Eğitim,Kamu,İnebey Yazma Ve Basma Eserler Kütüphanesi,Kütüphaneler,+90 224 222 72 14,http://inebey.yek.gov.tr/,40.182854,29.060823
İNEBOLU BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İnebolu Belediye Başkanlığı,"Belediyeler, Devlet Daireleri",Yok,Yok,41.97898,33.760428
İNEBOLU KAYMAKAMLIĞI,İdari,Kamu,İnebolu Kaymakamlığı,"Belediyeler, Devlet Daireleri",+90 366 811 39 29,http://www.inebolu.gov.tr/,41.978823,33.761541
İNECE BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İnece Belediyesi,"Belediyeler, Devlet Daireleri",+90 288 253 32 14,Yok,41.676495,27.069639
İNEGÖL AĞIZ VE DİŞ SAĞLIĞI HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Bursa İnegöl Ağız ve Diş Sağlığı Hastanesi,"Hastaneler, Diş sağlığı poliklinikleri",+90 224 715 20 08,http://inegoladsh.saglik.gov.tr/,40.107687,29.514695
İNEGÖL BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İnegöl Belediyesi Hizmet Binasi,"Belediyeler, Devlet Daireleri, Belediye ve kamu hizmetleri merkezi",+90 224 715 10 10,https://inegol.bel.tr/,40.072654,29.508403
İNEGÖL İLÇE SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Bursa İnegöl İlçe Sağlık Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 224 713 11 77,"https://bursaism.saglik.gov.tr/TR,15557/inegol-ilce-saglik-mudurlugu.html",40.072848,29.507085
İNHİSAR BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İnhisar Belediyesi,"Belediyeler, Devlet Daireleri",+90 228 371 22 53,Yok,40.050091,30.38551
İNKA İNSAN KAYNAKLARI,İnsan Kaynakları,Özel,Inka,İnsan kaynakları şirketleri,+90 212 347 05 39,http://www.inkaikparttime.com/,41.061437,28.988444
İNOVAKADEMİ EĞİTİM VE DANIŞMANLIK HİZMETLERİ LTD. ŞTİ.,Eğitim,Özel,İnovakademi Eğitim ve Danışmanlık Hizmetleri,Danışmanlık hizmetleri,+90 216 709 73 32,http://www.inovakademi.com/,40.911096,29.18081
İNÖNÜ ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,İnönü Üniversitesi Rektörlük Konukevi,Üniversiteler,Yok,Yok,38.333808,38.438386
İNVENTRON ELEKTRONİK VE BİLGİ TEKNOLOJİLERİ SANAYİ VE TİCARET LTD. ŞTİ.,Elektronik ve Bilgi Teknolojileri,Özel,,,,,0.0,
İPEKYOL GİYİM SANAYİ PAZARLAMA VE TİCARET ANONİM ŞİRKETİ,Giyim ve Ayakkabı,Özel,,,,,0.0,
İPEKYOLU İLÇE SAĞLIK MÜDÜRLÜĞÜ,Sağlık,Kamu,Van İpekyolu İlçe Sağlık Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 432 502 17 80,"https://vanism.saglik.gov.tr/TR,85521/ilce-saglik-mudurlukleri.html",38.496073,43.398934
İPEKYOLU KALKINMA AJANSI,Kalkınma Ajansı,Kamu,İpekyolu Kalkınma Ajansı,"Belediyeler, Devlet Daireleri",+90 342 231 07 01,Yok,37.066251,37.377525
İPEKYOLU KAYMAKAMLIĞI,Kamu,Kamu,İpekyolu Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 432 210 10 13,http://ipekyolukaymakamligi.gov.tr/,38.503184,43.401374
İPSALA BELEDİYE BAŞKANLIĞI,İdari,Kamu,İpsala Belediyesi Hizmet Binası,"Belediyeler, Devlet Daireleri",+90 284 616 10 11,Yok,40.921489,26.384289
İRTEM TARIM MAKİNALARI SAN. VE TİC. LTD. ŞTİ.,Makine ve ekipman imalatı,Özel,İrtem Tarım,"Tarım makineleri, ekipmanlar",+90 282 315 69 00,Yok,41.209429,27.112089
İSCEHİSAR BELEDİYE BAŞKANLIĞI,İdari,Kamu,İscehisar Belediyesi,"Belediyeler, Devlet Daireleri",444 03 01,Yok,38.860672,30.750728
İSKENDERUN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Hatay İskenderun Ağız ve Diş Sağlığı Merkezi,"Özel ağız ve diş sağlığı klinikleri ve muayenehaneleri, Hastaneler, Diş sağlığı poliklinikleri",+90 326 613 64 64,https://iskenderunadsm.saglik.gov.tr/,36.593389,36.162916
İSKENDERUN BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İskenderun Belediyesi,"Belediyeler, Devlet Daireleri",444 19 39,http://iskenderun.bel.tr/,36.590928,36.169066
İSKENDERUN ORMAN İŞLETME MÜDÜRLÜĞÜ,Orman,Kamu,İskenderun Orman İşletme Şefliği,"Belediyeler, Devlet Daireleri",+90 326 615 11 84,https://www.ogm.gov.tr/,36.584703,36.185736
İSKENDERUN TEKNİK ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,İskenderun Teknik Üniversitesi Elektrik Elektronik Fakültesi,Üniversiteler,+90 326 613 56 00,http://iste.edu.tr/inm,36.577211,36.152925
İSKUR TEKSTİL ENERJİ A.Ş.,Tekstil,Özel,İskur Tekstil,Kumaşçılar,+90 212 505 51 51,https://www.iskur.com/,41.03304,28.807514
İSLAHİYE KAYMAKAMLIĞI,Kamu,Kamu,İslahiye Kaymakamlığı,Devlet kurumları ve bakanlıklar,+90 342 862 10 14,http://islahiye.gov.tr/,37.00708,36.623358
İSPİR KAYMAKAMLIĞI,Kamu,Kamu,İspir Kaymakamlığı,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 442 451 30 03,http://www.ispir.gov.tr/,40.482582,41.001258
İSTANBUL AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Sosyal Hizmetler,Kamu,T. C. İstanbul Valiliği Aile ve Sosyal Politikalar İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 212 511 42 75,https://www.aile.gov.tr/,41.010099,28.976531
İSTANBUL AMBARLI VETERİNER SINIR KONTROL NOKTASI MÜDÜRLÜĞÜ,Hizmet,Kamu,Ambarlı Veteriner Sınır Kontrol Noktası Müdürlügü,Devlet kurumları ve bakanlıklar,+90 212 875 06 33,Yok,40.997097,28.674202
İSTANBUL BÜYÜKŞEHİR BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İstanbul Büyükşehir Belediyesi,"Belediyeler, Devlet Daireleri",+90 212 455 13 00,Yok,41.01337,28.954413
"İSTANBUL ÇEVRE, ŞEHİRCİLİK VE İKLİM DEĞİŞİKLİĞİ İL MÜDÜRLÜĞÜ",Kamu,Kamu,"İstanbul Çevre, Şehircilik ve İklim Değişikliği İl Müdürlüğü",Devlet kurumları ve bakanlıklar,+90 216 687 44 00,https://istanbul.csb.gov.tr/,40.996628,29.09857
İSTANBUL DYNAMICS,Havacılık ve Savunma,Özel,İstanbul Dynamics,Paketleme malzemeleri firmaları,+90 544 670 73 43,https://www.istanbuldynamics.com.tr/,41.003518,28.680744
İSTANBUL ESNAF HASTANESİ KORUMA VE YARDIM DERNEĞİ,Sosyal Hizmet,Özel,,,,,0.0,
İSTANBUL GIDA KONTROL LABORATUVAR MÜDÜRLÜĞÜ,Kamu,Kamu,Tarım ve Orman Bakanlığı İstanbul Gıda Kontrol Laboratuvar Müdürlüğü,"Devlet kurumları ve bakanlıklar, Gıda denetimi laboratuvarı",+90 212 663 39 61,https://gidalab.tarimorman.gov.tr/istanbul/,40.984681,28.795936
İSTANBUL GRAND AIRPORT (İGA),Havacılık,Kamu,İstanbul Büyük Havalimanı,Havaalanları,+90 212 601 41 00,http://igairport.com/,41.301539,28.760834
İSTANBUL GÜBRE SANAYİİ A.Ş. (İGSAŞ) KÜTAHYA FABRİKASI,Kimya ve Petrokimya,Özel,İGSAŞ-İstanbul Gübre Sanayii A. Ş. Kütahya Fabrikası,Kimyasal üretim firmaları,+90 262 316 22 00,http://www.igsas.com.tr/,39.468347,30.024964
İSTANBUL İL AFET VE ACİL DURUM MÜDÜRLÜĞÜ,Kamu,Kamu,İstanbul İl Afet ve Acil Durum Müdürlüğü Hasdal Yerleşkesi,"Devlet kurumları ve bakanlıklar, Belediyeler, Devlet Daireleri",+90 212 600 06 00,Yok,41.094244,28.947703
İSTANBUL İL MİLLİ EĞİTİM MÜDÜRLÜĞÜ,Eğitim,Kamu,İstanbul İl Milli Eğitim Müdürlüğü,"Belediyeler, Devlet Daireleri, Eğitim denetim kurumları, Devlet kurumları ve bakanlıklar",+90 212 384 34 00,http://istanbul.meb.gov.tr/,41.006886,28.974256
İSTANBUL İL MÜFTÜLÜĞÜ,Kamu,Kamu,İstanbul Müftülüğü,Dini dernekler,+90 212 512 23 20,https://istanbul.diyanet.gov.tr/,41.017462,28.963529
İSTANBUL İL SAĞLIK MÜDÜRLÜĞÜ,Kamu,Kamu,Sağlık Bakanlığı İstanbul İl Sağlık Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 212 638 30 00,https://istanbulism.saglik.gov.tr/,41.007199,28.972002
İSTANBUL İL TARIM VE ORMAN MÜDÜRLÜĞÜ,Tarım ve Orman,Kamu,İstanbul İl Tarım ve Orman Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 216 468 21 00,https://istanbul.tarimorman.gov.tr/,40.967165,29.068918
İSTANBUL KALKINMA AJANSI,Kalkınma Ajansı,Kamu,Türkiye Cumhuriyeti İstanbul Kalkınma Ajansı,"Belediyeler, Devlet Daireleri",+90 212 468 34 00,http://istka.org.tr/,41.031674,28.975929
İSTANBUL MEDENİYET ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,İstanbul Medeniyet Üniversitesi Üniversitesi Güney Yerleşkesi,Üniversiteler,+90 216 280 33 33,https://www.medeniyet.edu.tr/tr/kampuste-yasam/yerleske-ve-ulasim/yerleskeler-ve-ulasim,40.995152,29.064372
İSTANBUL ORMAN BÖLGE MÜDÜRLÜĞÜ,Kamu,Kamu,Orman Bölge Müdürlüğü,"Devlet kurumları ve bakanlıklar, Orman işleri, Orman işleri, orman koruma",+90 212 262 77 20,https://www.ogm.gov.tr/istanbulobm,41.134785,29.024508
İSTANBUL POLİSEVİ ŞUBE MÜDÜRLÜĞÜ,Kamu,Kamu,,,,,0.0,
İSTANBUL PTT BÖLGE BAŞMÜDÜRLÜĞÜ,Hizmet,Kamu,Ptt,"Postahane, PTT, Kargo firmaları",+90 312 240 06 33,https://ptt.gov.tr/,41.01456,28.974101
İSTANBUL SABİHA GÖKÇEN VETERİNER SINIR KONTROL NOKTASI MÜDÜRLÜĞÜ,Hizmet,Kamu,,,,,0.0,
İSTANBUL SANAYİ ODASI VAKFI,Sanayi,Özel,İstanbul Sanayi Odası Vakfı,"Sanayi ve Ticaret Odaları, Vakıflar, Dernekler, Birlikler",+90 212 252 29 00,http://isov.org.tr/,41.031728,28.975863
İSTANBUL SERA PLASTİK SANAYİ VE TİCARET A.Ş.,Plastik Sanayii,Özel,İstanbul Sera Plastik,"Plastik ürün üreticileri, Sanayi kuruluşu",+90 242 258 19 39,http://www.seraplastik.com.tr/,37.090975,30.60942
İSTANBUL SOSYAL GÜVENLİK İL MÜDÜRLÜĞÜ,Kamu,Kamu,Sosyal Güvenlik Kurumu İstanbul İl Müdürlüğü,"Belediyeler, Devlet Daireleri, Devlet kurumları ve bakanlıklar",+90 212 252 05 00,https://www.turkiye.gov.tr/sosyal-guvenlik-kurumu,41.029596,28.987733
İSTANBUL SU VE KANALİZASYON İDARESİ GENEL MÜDÜRLÜĞÜ,Su ve Kanalizasyon,Kamu,İstanbul Su ve Kanalizasyon İdaresi Genel Müdürlüğü,"Su ve kanalizasyon idaresi, Yönetim ofisi",+90 212 321 00 00,https://www.iski.gov.tr/,41.086255,28.963107
İSTANBUL TEKNİK ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,İstanbul Teknik Üniversitesi İletişim ve Pazarlama Direktörlüğü,Üniversiteler,+90 212 285 66 77,https://www.itu.edu.tr/,41.107679,29.021533
İSTANBUL TEKSTİL VE KONFEKSİYON İHRACATÇI BİRLİKLERİ GENEL SEKRETERLİĞİ,Tekstil ve Konfeksiyon,Kamu,İstanbul Tekstil ve Konfeksiyon İhracatçı Birlikleri,"Dernekler, Birlikler",+90 212 454 02 00,http://ihkib.org.tr/,40.998364,28.822652
İSTANBUL TİCARET ODASI BAŞKANLIĞI,Ticaret,Kamu,İstanbul Ticaret Odası,Sanayi ve Ticaret Odaları,+90 212 444 04 86,http://www.ito.org.tr/,41.017032,28.974005
İSTANBUL ÜNİVERSİTESİ - REMOTENET PROJESİ,Eğitim,Kamu,,,,,0.0,
İSTANBUL ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,İstanbul Üniversitesi Rektörlüğü,Üniversiteler,+90 212 440 00 00,https://www.istanbul.edu.tr/tr/,41.013152,28.963833
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA REKTÖRLÜĞÜ,Eğitim,Kamu,İstanbul Üniversitesi Cerrahpaşa Rektörlük,Üniversiteler,+90 212 404 03 00,http://www.istanbulc.edu.tr/,40.988036,28.72723
İSTANBUL VALİLİĞİ,Kamu,Kamu,Türkiye Cumhuriyeti İstanbul Valiliği,Devlet kurumları ve bakanlıklar,+90 212 455 59 00,https://istanbul.gov.tr/,41.012206,28.975886
İSTANBUL YAZMA ESERLER BÖLGE MÜDÜRLÜĞÜ,Kültür ve Eğitim,Kamu,Yazma Eserler İstanbul Bölge Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 212 511 37 00,http://portal.yek.gov.tr/main/,41.01084,28.96569
İSTANBUL/PENDİK VETERİNER KONTROL ENSTİTÜSÜ MÜDÜRLÜĞÜ,Kamu,Kamu,Pendik Veteriner Kontrol Enstitüsü Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 216 390 12 80,http://vetkontrol.tarimorman.gov.tr/pendik,40.879882,29.218113
İSTİKLAL İŞ SAĞLIĞI VE GÜVENLİĞİ EĞİTİM DANIŞMANLIK MÜHENDİSLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,Sanayi,Özel,,,,,0.0,
İŞ YAZILIM DONANIM ELEKTRONİK DANIŞMANLIK LTD. ŞTİ.,Bilişim ve İletişim,Özel,,,,,0.0,
İŞ YERİ UYGULAMA EĞİTİMİ KOORDİNATÖRLÜĞÜ,Kamu,Özel,,,,,0.0,
İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,Tekstil,Özel,İşbir Sentetik Dokuma Sanayi,Paketleme malzemeleri firmaları,+90 266 283 00 00,Yok,39.596252,27.915388
İTÜNOVA TEKNOLOJİ ANONİM ŞİRKETİ,Teknoloji,Özel,,,,,0.0,
İVRİNDİ BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İvrindi Belediyesi,"Belediyeler, Devlet Daireleri",+90 266 456 10 04,Yok,39.581765,27.484664
İVRİNDİ KAYMAKAMLIĞI,Kamu,Kamu,,,,,0.0,
İVRİNDİ SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU MÜDÜRLÜĞÜ,Eğitim,Kamu,Balıkesir Üniversitesi İvrindi Sağlık Hizmetleri Meslek Yüksekokulu,Meslek yüksekokulu,Yok,Yok,39.588911,27.486092
İYİDERE BELEDİYE BAŞKANLIĞI,Kamu,Kamu,İyidere Belediyesi,"Belediyeler, Devlet Daireleri",+90 464 321 25 65,http://www.iyidere.bel.tr/,41.012608,40.361386
İZMAR BİLİŞİM HİZMETLERİ SAN. TİC. LTD. ŞTİ.,Bilişim,Özel,,,,,0.0,
İZMİR AİLE VE SOSYAL HİZMETLER İL MÜDÜRLÜĞÜ,Kamu,Kamu,Aile ve Sosyal Hizmetler İl Müdürlüğü,Devlet kurumları ve bakanlıklar,+90 232 446 33 52,https://aile.gov.tr/,38.424093,27.141782
İZMİR ALİAĞA DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
İZMİR ALSANCAK AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Alsancak Ağız ve Diş Sağlığı Merkezi,Diş sağlığı poliklinikleri,+90 232 444 35 41,https://alsancakadsm.saglik.gov.tr/,38.440407,27.145992
İZMİR ALSANCAK NEVVAR SALİH İŞGÖREN DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İzmir Alsancak Nevvar Salih İşgören Devlet Hastanesi,Hastaneler,+90 232 463 64 65,http://alsancakdh.saglik.gov.tr/,38.434092,27.143424
İZMİR BAKIRÇAY ÜNİVERSİTESİ REKTÖRLÜĞÜ,Eğitim,Kamu,Bakırçay Üniversitesi,Üniversiteler,+90 232 493 00 00,Yok,38.581174,26.96388
İZMİR BALKAN GÖÇMENLERİ KÜLTÜR VE DAYANIŞMA DERNEĞİ,Sivil Toplum,Özel,Balkan Göçmenleri Derneği,"Sendikalar, Vakıflar",+90 532 506 14 61,https://www.balgocizmir.org.tr/,38.486774,27.201404
İZMİR BAYINDIR DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
İZMİR BERGAMA NECLA MİTHAT ÖZTÜRE DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,Bergama Necla-Mithat Öztüre Devlet Hastanesi,Hastaneler,+90 232 631 28 96,http://bergamadh.saglik.gov.tr/,39.118408,27.197878
İZMİR BİLİMPARK ANONİM ŞİRKETİ,Teknoloji ve İnovasyon,Özel,İzmir Bilimpark,Üniversiteler,+90 232 799 02 00,http://www.izmirbilimpark.com.tr/,38.188701,27.202667
İZMİR BİYOTIP VE GENOM MERKEZİ,Araştırma ve Geliştirme,Kamu,İzmir Biyotıp ve Genom Merkezi,"Bilim araştırma enstitüsü, Ar-Ge şirketleri",+90 232 299 41 00,http://www.ibg.edu.tr/,38.393899,27.030364
İZMİR BORNOVA AĞIZ VE DİŞ SAĞLIĞI MERKEZİ BAŞHEKİMLİĞİ,Sağlık,Kamu,,,,,0.0,
İZMİR BORNOVA TÜRKAN ÖZİLHAN DEVLET HASTANESİ BAŞHEKİMLİĞİ,Sağlık,Kamu,İzmir Türkan Özilhan Bornova Devlet Hastanesi,Hastaneler,+90 232 375 55 58,https://bornovadh.saglik.gov.tr/,38.459332,27.250147
İZMİR BORNOVA ZEYTİNCİLİK ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Araştırma,Kamu,Zeytincilik Araştırma Enstitüsü Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 232 435 70 42,https://arastirma.tarimorman.gov.tr/izmirzae,38.451436,27.197972
İZMİR BORNOVA ZİRAİ MÜCADELE ARAŞTIRMA ENSTİTÜSÜ MÜDÜRLÜĞÜ,Kamu,Kamu,Zirai Mücadele Araştırma Enstitüsü Müdürlüğü,"Belediyeler, Devlet Daireleri",+90 232 388 00 30,https://arastirma.tarimorman.gov.tr/bzmai,38.462135,27.219119
İZMİR BÜYÜKŞEHİR BELEDİYE BAŞKANLIĞI,İdari,Kamu,İzmir Büyükşehir Belediyesi Hizmet Binası,"Belediyeler, Devlet Daireleri",+90 232 293 12 00,https://www.izmir.bel.tr/,38.422552,27.15101
